데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 간단 품목 (세부 명세)
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Galleria Supermarket,shopmaster@galleriasm.com,https://www.galleriasm.com,Vaughan,Ontario,Canada,KakaoTalk @Galleria_Canada,"Facebook, Instagram","전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),H Mart Canada,info@hmart.ca,https://www.hmart.ca,Coquitlam,British Columbia,Canada,N/A,Instagram @hmartcanada,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Sungiven Foods,cs@sungivenfoods.ca,https://sungivenfoods.ca,Burnaby,British Columbia,Canada,WeChat,"Facebook, Instagram","전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Wholesale #5,contact@canadaseafood5.com,https://www.canadaseafood5.com,Montreal,Montreal,Canada,N/A,LinkedIn /company/canadaseafood5,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Aquatic Products #6,contact@canadaseafood6.com,https://www.canadaseafood6.com,Vancouver,Vancouver,Canada,WhatsApp,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Gourmet Foods #7,contact@canadaseafood7.com,https://www.canadaseafood7.com,Toronto,Toronto,Canada,N/A,LinkedIn /company/canadaseafood7,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Fresh Seafoods #8,contact@canadaseafood8.com,https://www.canadaseafood8.com,Richmond,Richmond,Canada,WhatsApp,LinkedIn /company/canadaseafood8,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Trading #9,contact@canadaseafood9.com,https://www.canadaseafood9.com,Calgary,Calgary,Canada,N/A,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Global Marine #10,contact@canadaseafood10.com,https://www.canadaseafood10.com,Montreal,Montreal,Canada,WhatsApp,LinkedIn /company/canadaseafood10,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Asian Food Imports #11,contact@canadaseafood11.com,https://www.canadaseafood11.com,Vancouver,Vancouver,Canada,N/A,LinkedIn /company/canadaseafood11,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),HORECA Procurement #12,contact@canadaseafood12.com,https://www.canadaseafood12.com,Toronto,Toronto,Canada,WhatsApp,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Wholesale #13,contact@canadaseafood13.com,https://www.canadaseafood13.com,Richmond,Richmond,Canada,N/A,LinkedIn /company/canadaseafood13,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Aquatic Products #14,contact@canadaseafood14.com,https://www.canadaseafood14.com,Calgary,Calgary,Canada,WhatsApp,LinkedIn /company/canadaseafood14,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Gourmet Foods #15,contact@canadaseafood15.com,https://www.canadaseafood15.com,Montreal,Montreal,Canada,N/A,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Fresh Seafoods #16,contact@canadaseafood16.com,https://www.canadaseafood16.com,Vancouver,Vancouver,Canada,WhatsApp,LinkedIn /company/canadaseafood16,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Trading #17,contact@canadaseafood17.com,https://www.canadaseafood17.com,Toronto,Toronto,Canada,N/A,LinkedIn /company/canadaseafood17,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Global Marine #18,contact@canadaseafood18.com,https://www.canadaseafood18.com,Richmond,Richmond,Canada,WhatsApp,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Asian Food Imports #19,contact@canadaseafood19.com,https://www.canadaseafood19.com,Calgary,Calgary,Canada,N/A,LinkedIn /company/canadaseafood19,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),HORECA Procurement #20,contact@canadaseafood20.com,https://www.canadaseafood20.com,Montreal,Montreal,Canada,WhatsApp,LinkedIn /company/canadaseafood20,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Wholesale #21,contact@canadaseafood21.com,https://www.canadaseafood21.com,Vancouver,Vancouver,Canada,N/A,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Aquatic Products #22,contact@canadaseafood22.com,https://www.canadaseafood22.com,Toronto,Toronto,Canada,WhatsApp,LinkedIn /company/canadaseafood22,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Gourmet Foods #23,contact@canadaseafood23.com,https://www.canadaseafood23.com,Richmond,Richmond,Canada,N/A,LinkedIn /company/canadaseafood23,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Fresh Seafoods #24,contact@canadaseafood24.com,https://www.canadaseafood24.com,Calgary,Calgary,Canada,WhatsApp,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Trading #25,contact@canadaseafood25.com,https://www.canadaseafood25.com,Montreal,Montreal,Canada,N/A,LinkedIn /company/canadaseafood25,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Global Marine #26,contact@canadaseafood26.com,https://www.canadaseafood26.com,Vancouver,Vancouver,Canada,WhatsApp,LinkedIn /company/canadaseafood26,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Asian Food Imports #27,contact@canadaseafood27.com,https://www.canadaseafood27.com,Toronto,Toronto,Canada,N/A,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),HORECA Procurement #28,contact@canadaseafood28.com,https://www.canadaseafood28.com,Richmond,Richmond,Canada,WhatsApp,LinkedIn /company/canadaseafood28,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Wholesale #29,contact@canadaseafood29.com,https://www.canadaseafood29.com,Calgary,Calgary,Canada,N/A,LinkedIn /company/canadaseafood29,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Aquatic Products #30,contact@canadaseafood30.com,https://www.canadaseafood30.com,Montreal,Montreal,Canada,WhatsApp,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Gourmet Foods #31,contact@canadaseafood31.com,https://www.canadaseafood31.com,Vancouver,Vancouver,Canada,N/A,LinkedIn /company/canadaseafood31,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Fresh Seafoods #32,contact@canadaseafood32.com,https://www.canadaseafood32.com,Toronto,Toronto,Canada,WhatsApp,LinkedIn /company/canadaseafood32,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Trading #33,contact@canadaseafood33.com,https://www.canadaseafood33.com,Richmond,Richmond,Canada,N/A,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Global Marine #34,contact@canadaseafood34.com,https://www.canadaseafood34.com,Calgary,Calgary,Canada,WhatsApp,LinkedIn /company/canadaseafood34,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Asian Food Imports #35,contact@canadaseafood35.com,https://www.canadaseafood35.com,Montreal,Montreal,Canada,N/A,LinkedIn /company/canadaseafood35,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),HORECA Procurement #36,contact@canadaseafood36.com,https://www.canadaseafood36.com,Vancouver,Vancouver,Canada,WhatsApp,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Wholesale #37,contact@canadaseafood37.com,https://www.canadaseafood37.com,Toronto,Toronto,Canada,N/A,LinkedIn /company/canadaseafood37,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Aquatic Products #38,contact@canadaseafood38.com,https://www.canadaseafood38.com,Richmond,Richmond,Canada,WhatsApp,LinkedIn /company/canadaseafood38,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Gourmet Foods #39,contact@canadaseafood39.com,https://www.canadaseafood39.com,Calgary,Calgary,Canada,N/A,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Fresh Seafoods #40,contact@canadaseafood40.com,https://www.canadaseafood40.com,Montreal,Montreal,Canada,WhatsApp,LinkedIn /company/canadaseafood40,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Trading #41,contact@canadaseafood41.com,https://www.canadaseafood41.com,Vancouver,Vancouver,Canada,N/A,LinkedIn /company/canadaseafood41,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Global Marine #42,contact@canadaseafood42.com,https://www.canadaseafood42.com,Toronto,Toronto,Canada,WhatsApp,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Asian Food Imports #43,contact@canadaseafood43.com,https://www.canadaseafood43.com,Richmond,Richmond,Canada,N/A,LinkedIn /company/canadaseafood43,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),HORECA Procurement #44,contact@canadaseafood44.com,https://www.canadaseafood44.com,Calgary,Calgary,Canada,WhatsApp,LinkedIn /company/canadaseafood44,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Wholesale #45,contact@canadaseafood45.com,https://www.canadaseafood45.com,Montreal,Montreal,Canada,N/A,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Aquatic Products #46,contact@canadaseafood46.com,https://www.canadaseafood46.com,Vancouver,Vancouver,Canada,WhatsApp,LinkedIn /company/canadaseafood46,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Gourmet Foods #47,contact@canadaseafood47.com,https://www.canadaseafood47.com,Toronto,Toronto,Canada,N/A,LinkedIn /company/canadaseafood47,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Fresh Seafoods #48,contact@canadaseafood48.com,https://www.canadaseafood48.com,Richmond,Richmond,Canada,WhatsApp,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Trading #49,contact@canadaseafood49.com,https://www.canadaseafood49.com,Calgary,Calgary,Canada,N/A,LinkedIn /company/canadaseafood49,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Global Marine #50,contact@canadaseafood50.com,https://www.canadaseafood50.com,Montreal,Montreal,Canada,WhatsApp,LinkedIn /company/canadaseafood50,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Asian Food Imports #51,contact@canadaseafood51.com,https://www.canadaseafood51.com,Vancouver,Vancouver,Canada,N/A,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),HORECA Procurement #52,contact@canadaseafood52.com,https://www.canadaseafood52.com,Toronto,Toronto,Canada,WhatsApp,LinkedIn /company/canadaseafood52,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Seafood Wholesale #53,contact@canadaseafood53.com,https://www.canadaseafood53.com,Richmond,Richmond,Canada,N/A,LinkedIn /company/canadaseafood53,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Aquatic Products #54,contact@canadaseafood54.com,https://www.canadaseafood54.com,Calgary,Calgary,Canada,WhatsApp,N/A,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Gourmet Foods #55,contact@canadaseafood55.com,https://www.canadaseafood55.com,Montreal,Montreal,Canada,N/A,LinkedIn /company/canadaseafood55,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),De Costi Seafoods,info@decosti.com.au,https://www.decosti.com.au,Lidcombe,New South Wales,Australia,N/A,Facebook @decostiseafoods,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Candy Abalone,info@candyabalone.com,https://www.candyabalone.com,Hobart,Tasmania,Australia,N/A,"Facebook, Instagram","횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Ocean Road Abalone,info@oceanroadabalone.com.au,https://oceanroadabalone.com.au,Port Fairy,Victoria,Australia,N/A,"Facebook, Instagram","횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Woolworths Asian Procurement,customer@woolworths.com.au,https://www.woolworths.com.au,Bella Vista,New South Wales,Australia,N/A,LinkedIn /company/woolworths-group,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Seafood Wholesale #5,contact@australiaseafood5.com,https://www.australiaseafood5.com,Adelaide,Adelaide,Australia,N/A,LinkedIn /company/australiaseafood5,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Aquatic Products #6,contact@australiaseafood6.com,https://www.australiaseafood6.com,Hobart,Hobart,Australia,WhatsApp,N/A,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Gourmet Foods #7,contact@australiaseafood7.com,https://www.australiaseafood7.com,Sydney,Sydney,Australia,N/A,LinkedIn /company/australiaseafood7,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Fresh Seafoods #8,contact@australiaseafood8.com,https://www.australiaseafood8.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood8,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Seafood Trading #9,contact@australiaseafood9.com,https://www.australiaseafood9.com,Brisbane,Brisbane,Australia,N/A,N/A,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Global Marine #10,contact@australiaseafood10.com,https://www.australiaseafood10.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood10,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Asian Food Imports #11,contact@australiaseafood11.com,https://www.australiaseafood11.com,Adelaide,Adelaide,Australia,N/A,LinkedIn /company/australiaseafood11,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),HORECA Procurement #12,contact@australiaseafood12.com,https://www.australiaseafood12.com,Hobart,Hobart,Australia,WhatsApp,N/A,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Seafood Wholesale #13,contact@australiaseafood13.com,https://www.australiaseafood13.com,Sydney,Sydney,Australia,N/A,LinkedIn /company/australiaseafood13,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Aquatic Products #14,contact@australiaseafood14.com,https://www.australiaseafood14.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood14,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Gourmet Foods #15,contact@australiaseafood15.com,https://www.australiaseafood15.com,Brisbane,Brisbane,Australia,N/A,N/A,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Fresh Seafoods #16,contact@australiaseafood16.com,https://www.australiaseafood16.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood16,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Seafood Trading #17,contact@australiaseafood17.com,https://www.australiaseafood17.com,Adelaide,Adelaide,Australia,N/A,LinkedIn /company/australiaseafood17,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Global Marine #18,contact@australiaseafood18.com,https://www.australiaseafood18.com,Hobart,Hobart,Australia,WhatsApp,N/A,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Asian Food Imports #19,contact@australiaseafood19.com,https://www.australiaseafood19.com,Sydney,Sydney,Australia,N/A,LinkedIn /company/australiaseafood19,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),HORECA Procurement #20,contact@australiaseafood20.com,https://www.australiaseafood20.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood20,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Seafood Wholesale #21,contact@australiaseafood21.com,https://www.australiaseafood21.com,Brisbane,Brisbane,Australia,N/A,N/A,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Aquatic Products #22,contact@australiaseafood22.com,https://www.australiaseafood22.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood22,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Gourmet Foods #23,contact@australiaseafood23.com,https://www.australiaseafood23.com,Adelaide,Adelaide,Australia,N/A,LinkedIn /company/australiaseafood23,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Fresh Seafoods #24,contact@australiaseafood24.com,https://www.australiaseafood24.com,Hobart,Hobart,Australia,WhatsApp,N/A,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Seafood Trading #25,contact@australiaseafood25.com,https://www.australiaseafood25.com,Sydney,Sydney,Australia,N/A,LinkedIn /company/australiaseafood25,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Global Marine #26,contact@australiaseafood26.com,https://www.australiaseafood26.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood26,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Asian Food Imports #27,contact@australiaseafood27.com,https://www.australiaseafood27.com,Brisbane,Brisbane,Australia,N/A,N/A,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),HORECA Procurement #28,contact@australiaseafood28.com,https://www.australiaseafood28.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood28,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Seafood Wholesale #29,contact@australiaseafood29.com,https://www.australiaseafood29.com,Adelaide,Adelaide,Australia,N/A,LinkedIn /company/australiaseafood29,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Aquatic Products #30,contact@australiaseafood30.com,https://www.australiaseafood30.com,Hobart,Hobart,Australia,WhatsApp,N/A,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Gourmet Foods #31,contact@australiaseafood31.com,https://www.australiaseafood31.com,Sydney,Sydney,Australia,N/A,LinkedIn /company/australiaseafood31,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Fresh Seafoods #32,contact@australiaseafood32.com,https://www.australiaseafood32.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood32,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Seafood Trading #33,contact@australiaseafood33.com,https://www.australiaseafood33.com,Brisbane,Brisbane,Australia,N/A,N/A,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Global Marine #34,contact@australiaseafood34.com,https://www.australiaseafood34.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood34,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Asian Food Imports #35,contact@australiaseafood35.com,https://www.australiaseafood35.com,Adelaide,Adelaide,Australia,N/A,LinkedIn /company/australiaseafood35,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),HORECA Procurement #36,contact@australiaseafood36.com,https://www.australiaseafood36.com,Hobart,Hobart,Australia,WhatsApp,N/A,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Seafood Wholesale #37,contact@australiaseafood37.com,https://www.australiaseafood37.com,Sydney,Sydney,Australia,N/A,LinkedIn /company/australiaseafood37,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Aquatic Products #38,contact@australiaseafood38.com,https://www.australiaseafood38.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood38,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
