데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),Prf_CName,Ver_CName,웹사이트,Prf_CWeb,Ver_CWeb,컨택 이메일,Prf_Email,Ver_Email,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 소개,추천 수출물품 및 수출가,Verified_CINFO,Ver_Msg,Ver_SNS
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Samut Sakhon Seafood Trading,https://www.google.com/search?q=Samut%20Sakhon%20Seafood%20Trading+Samut Sakhon,,,,,,,,Samut Sakhon,Samut Sakhon,Thailand,,,태국 현지 Samut Sakhon 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Samut+Sakhon+Seafood+Trading+Samut+Sakhon+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bangkok Global Marine,https://www.google.com/search?q=Bangkok%20Global%20Marine+Bangkok,,,,,,,,Bangkok,Bangkok,Thailand,WhatsApp,,태국 현지 Bangkok 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Bangkok+Global+Marine+Bangkok+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Phuket Asian Food Imports,https://www.google.com/search?q=Phuket%20Asian%20Food%20Imports+Phuket,,,,,,,,Phuket,Phuket,Thailand,,LinkedIn /company/thailandseafood27,태국 현지 Phuket 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Phuket+Asian+Food+Imports+Phuket+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chiang Mai HORECA Procurement,https://www.google.com/search?q=Chiang%20Mai%20HORECA%20Procurement+Chiang Mai,,,,,,,,Chiang Mai,Chiang Mai,Thailand,WhatsApp,,태국 현지 Chiang Mai 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chiang+Mai+HORECA+Procurement+Chiang+Mai+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chonburi Seafood Wholesale,https://www.google.com/search?q=Chonburi%20Seafood%20Wholesale+Chonburi,,,,,,,,Chonburi,Chonburi,Thailand,,,태국 현지 Chonburi 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chonburi+Seafood+Wholesale+Chonburi+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Samut Sakhon Aquatic Products,https://www.google.com/search?q=Samut%20Sakhon%20Aquatic%20Products+Samut Sakhon,,,,,,,,Samut Sakhon,Samut Sakhon,Thailand,WhatsApp,LinkedIn /company/thailandseafood30,태국 현지 Samut Sakhon 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Samut+Sakhon+Aquatic+Products+Samut+Sakhon+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bangkok Gourmet Foods,https://www.google.com/search?q=Bangkok%20Gourmet%20Foods+Bangkok,,,,,,,,Bangkok,Bangkok,Thailand,,,태국 현지 Bangkok 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Bangkok+Gourmet+Foods+Bangkok+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Phuket Fresh Seafoods,https://www.google.com/search?q=Phuket%20Fresh%20Seafoods+Phuket,,,,,,,,Phuket,Phuket,Thailand,WhatsApp,,태국 현지 Phuket 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Phuket+Fresh+Seafoods+Phuket+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chiang Mai Oceanic Imports,https://www.google.com/search?q=Chiang%20Mai%20Oceanic%20Imports+Chiang Mai,,,,,,,,Chiang Mai,Chiang Mai,Thailand,,LinkedIn /company/thailandseafood33,태국 현지 Chiang Mai 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chiang+Mai+Oceanic+Imports+Chiang+Mai+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chonburi Seafood Logistics,https://www.google.com/search?q=Chonburi%20Seafood%20Logistics+Chonburi,,,,,,,,Chonburi,Chonburi,Thailand,WhatsApp,,태국 현지 Chonburi 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chonburi+Seafood+Logistics+Chonburi+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Samut Sakhon Pacific Trading,https://www.google.com/search?q=Samut%20Sakhon%20Pacific%20Trading+Samut Sakhon,,,,,,,,Samut Sakhon,Samut Sakhon,Thailand,,,태국 현지 Samut Sakhon 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Samut+Sakhon+Pacific+Trading+Samut+Sakhon+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bangkok Atlantic Distributors,https://www.google.com/search?q=Bangkok%20Atlantic%20Distributors+Bangkok,,,,,,,,Bangkok,Bangkok,Thailand,WhatsApp,LinkedIn /company/thailandseafood36,태국 현지 Bangkok 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Bangkok+Atlantic+Distributors+Bangkok+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Phuket Seafood Trading,https://www.google.com/search?q=Phuket%20Seafood%20Trading+Phuket,,,,,,,,Phuket,Phuket,Thailand,,,태국 현지 Phuket 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Phuket+Seafood+Trading+Phuket+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chiang Mai Global Marine,https://www.google.com/search?q=Chiang%20Mai%20Global%20Marine+Chiang Mai,,,,,,,,Chiang Mai,Chiang Mai,Thailand,WhatsApp,,태국 현지 Chiang Mai 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chiang+Mai+Global+Marine+Chiang+Mai+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chonburi Asian Food Imports,https://www.google.com/search?q=Chonburi%20Asian%20Food%20Imports+Chonburi,,,,,,,,Chonburi,Chonburi,Thailand,,LinkedIn /company/thailandseafood39,태국 현지 Chonburi 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chonburi+Asian+Food+Imports+Chonburi+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Samut Sakhon HORECA Procurement,https://www.google.com/search?q=Samut%20Sakhon%20HORECA%20Procurement+Samut Sakhon,,,,,,,,Samut Sakhon,Samut Sakhon,Thailand,WhatsApp,,태국 현지 Samut Sakhon 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Samut+Sakhon+HORECA+Procurement+Samut+Sakhon+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bangkok Seafood Wholesale,https://www.google.com/search?q=Bangkok%20Seafood%20Wholesale+Bangkok,,,,,,,,Bangkok,Bangkok,Thailand,,,태국 현지 Bangkok 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Bangkok+Seafood+Wholesale+Bangkok+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Phuket Aquatic Products,https://www.google.com/search?q=Phuket%20Aquatic%20Products+Phuket,,,,,,,,Phuket,Phuket,Thailand,WhatsApp,LinkedIn /company/thailandseafood42,태국 현지 Phuket 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Phuket+Aquatic+Products+Phuket+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chiang Mai Gourmet Foods,https://www.google.com/search?q=Chiang%20Mai%20Gourmet%20Foods+Chiang Mai,,,,,,,,Chiang Mai,Chiang Mai,Thailand,,,태국 현지 Chiang Mai 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chiang+Mai+Gourmet+Foods+Chiang+Mai+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chonburi Fresh Seafoods,https://www.google.com/search?q=Chonburi%20Fresh%20Seafoods+Chonburi,,,,,,,,Chonburi,Chonburi,Thailand,WhatsApp,,태국 현지 Chonburi 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chonburi+Fresh+Seafoods+Chonburi+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Samut Sakhon Oceanic Imports,https://www.google.com/search?q=Samut%20Sakhon%20Oceanic%20Imports+Samut Sakhon,,,,,,,,Samut Sakhon,Samut Sakhon,Thailand,,LinkedIn /company/thailandseafood45,태국 현지 Samut Sakhon 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Samut+Sakhon+Oceanic+Imports+Samut+Sakhon+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bangkok Seafood Logistics,https://www.google.com/search?q=Bangkok%20Seafood%20Logistics+Bangkok,,,,,,,,Bangkok,Bangkok,Thailand,WhatsApp,,태국 현지 Bangkok 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Bangkok+Seafood+Logistics+Bangkok+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Phuket Pacific Trading,https://www.google.com/search?q=Phuket%20Pacific%20Trading+Phuket,,,,,,,,Phuket,Phuket,Thailand,,,태국 현지 Phuket 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Phuket+Pacific+Trading+Phuket+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chiang Mai Atlantic Distributors,https://www.google.com/search?q=Chiang%20Mai%20Atlantic%20Distributors+Chiang Mai,,,,,,,,Chiang Mai,Chiang Mai,Thailand,WhatsApp,LinkedIn /company/thailandseafood48,태국 현지 Chiang Mai 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chiang+Mai+Atlantic+Distributors+Chiang+Mai+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chonburi Seafood Trading,https://www.google.com/search?q=Chonburi%20Seafood%20Trading+Chonburi,,,,,,,,Chonburi,Chonburi,Thailand,,,태국 현지 Chonburi 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chonburi+Seafood+Trading+Chonburi+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Samut Sakhon Global Marine,https://www.google.com/search?q=Samut%20Sakhon%20Global%20Marine+Samut Sakhon,,,,,,,,Samut Sakhon,Samut Sakhon,Thailand,WhatsApp,,태국 현지 Samut Sakhon 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Samut+Sakhon+Global+Marine+Samut+Sakhon+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bangkok Asian Food Imports,https://www.google.com/search?q=Bangkok%20Asian%20Food%20Imports+Bangkok,,,,,,,,Bangkok,Bangkok,Thailand,,LinkedIn /company/thailandseafood51,태국 현지 Bangkok 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Bangkok+Asian+Food+Imports+Bangkok+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Phuket HORECA Procurement,https://www.google.com/search?q=Phuket%20HORECA%20Procurement+Phuket,,,,,,,,Phuket,Phuket,Thailand,WhatsApp,,태국 현지 Phuket 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Phuket+HORECA+Procurement+Phuket+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chiang Mai Seafood Wholesale,https://www.google.com/search?q=Chiang%20Mai%20Seafood%20Wholesale+Chiang Mai,,,,,,,,Chiang Mai,Chiang Mai,Thailand,,,태국 현지 Chiang Mai 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chiang+Mai+Seafood+Wholesale+Chiang+Mai+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Chonburi Aquatic Products,https://www.google.com/search?q=Chonburi%20Aquatic%20Products+Chonburi,,,,,,,,Chonburi,Chonburi,Thailand,WhatsApp,LinkedIn /company/thailandseafood54,태국 현지 Chonburi 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Chonburi+Aquatic+Products+Chonburi+Thailand,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Samut Sakhon Gourmet Foods,https://www.google.com/search?q=Samut%20Sakhon%20Gourmet%20Foods+Samut Sakhon,,,,,,,,Samut Sakhon,Samut Sakhon,Thailand,,,태국 현지 Samut Sakhon 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)",https://www.google.com/maps/search/?api=1&query=Samut+Sakhon+Gourmet+Foods+Samut+Sakhon+Thailand,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),H Mart Commercial Sourcing,https://www.hmart.com/company-info,O,https://www.hmart.com,https://www.hmart.com,O,b2b@hmart.com,https://www.hmart.com/contact-us,O,Lyndhurst,New Jersey,United States,,"LinkedIn /company/h-mart, Facebook",북미 최대 아시안 슈퍼마켓 체인 및 대형 수산/가공식품 소싱 부문,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=H+Mart+Commercial+Sourcing+Lyndhurst+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),99 Ranch Market,https://www.99ranch.com/about-us,O,https://www.99ranch.com,https://www.99ranch.com,O,info@99ranch.com,https://www.99ranch.com/contact-us,O,Buena Park,California,United States,,"Facebook, Instagram",미국 중화권 최대 아시안 마트 수산물 수입 및 유통 체인,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=99+Ranch+Market+Buena+Park+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),True World Foods,https://www.trueworldfoods.com/locations,O,https://www.trueworldfoods.com,https://www.trueworldfoods.com,O,info@trueworldfoods.com,https://www.trueworldfoods.com/contact,O,Rockleigh,New Jersey,United States,,"Instagram, Facebook",미국 주요 일식 사시미 및 고품질 수산물 메인 벤더,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=True+World+Foods+Rockleigh+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Seattle HORECA Procurement,https://www.google.com/search?q=Seattle%20HORECA%20Procurement+Seattle,,,,,,,,Seattle,Seattle,United States,WhatsApp,,미국 현지 Seattle 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Seattle+HORECA+Procurement+Seattle+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Chicago Seafood Wholesale,https://www.google.com/search?q=Chicago%20Seafood%20Wholesale+Chicago,,,,,,,,Chicago,Chicago,United States,,,미국 현지 Chicago 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Chicago+Seafood+Wholesale+Chicago+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Miami Aquatic Products,https://www.google.com/search?q=Miami%20Aquatic%20Products+Miami,,,,,,,,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood6,미국 현지 Miami 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Miami+Aquatic+Products+Miami+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Los Angeles Gourmet Foods,https://www.google.com/search?q=Los%20Angeles%20Gourmet%20Foods+Los Angeles,,,,,,,,Los Angeles,Los Angeles,United States,,,미국 현지 Los Angeles 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Los+Angeles+Gourmet+Foods+Los+Angeles+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),New York Fresh Seafoods,https://www.google.com/search?q=New%20York%20Fresh%20Seafoods+New York,,,,,,,,New York,New York,United States,WhatsApp,,미국 현지 New York 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=New+York+Fresh+Seafoods+New+York+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),San Francisco Oceanic Imports,https://www.google.com/search?q=San%20Francisco%20Oceanic%20Imports+San Francisco,,,,,,,,San Francisco,San Francisco,United States,,LinkedIn /company/unitedstatesseafood9,미국 현지 San Francisco 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=San+Francisco+Oceanic+Imports+San+Francisco+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Seattle Seafood Logistics,https://www.google.com/search?q=Seattle%20Seafood%20Logistics+Seattle,,,,,,,,Seattle,Seattle,United States,WhatsApp,,미국 현지 Seattle 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Seattle+Seafood+Logistics+Seattle+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Chicago Pacific Trading,https://www.google.com/search?q=Chicago%20Pacific%20Trading+Chicago,,,,,,,,Chicago,Chicago,United States,,,미국 현지 Chicago 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Chicago+Pacific+Trading+Chicago+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Miami Atlantic Distributors,https://www.google.com/search?q=Miami%20Atlantic%20Distributors+Miami,,,,,,,,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood12,미국 현지 Miami 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Miami+Atlantic+Distributors+Miami+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Los Angeles Seafood Trading,https://www.google.com/search?q=Los%20Angeles%20Seafood%20Trading+Los Angeles,,,,,,,,Los Angeles,Los Angeles,United States,,,미국 현지 Los Angeles 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Los+Angeles+Seafood+Trading+Los+Angeles+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),New York Global Marine,https://www.google.com/search?q=New%20York%20Global%20Marine+New York,,,,,,,,New York,New York,United States,WhatsApp,,미국 현지 New York 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=New+York+Global+Marine+New+York+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),San Francisco Asian Food Imports,https://www.google.com/search?q=San%20Francisco%20Asian%20Food%20Imports+San Francisco,,,,,,,,San Francisco,San Francisco,United States,,LinkedIn /company/unitedstatesseafood15,미국 현지 San Francisco 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=San+Francisco+Asian+Food+Imports+San+Francisco+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Seattle HORECA Procurement,https://www.google.com/search?q=Seattle%20HORECA%20Procurement+Seattle,,,,,,,,Seattle,Seattle,United States,WhatsApp,,미국 현지 Seattle 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Seattle+HORECA+Procurement+Seattle+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Chicago Seafood Wholesale,https://www.google.com/search?q=Chicago%20Seafood%20Wholesale+Chicago,,,,,,,,Chicago,Chicago,United States,,,미국 현지 Chicago 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Chicago+Seafood+Wholesale+Chicago+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Miami Aquatic Products,https://www.google.com/search?q=Miami%20Aquatic%20Products+Miami,,,,,,,,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood18,미국 현지 Miami 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Miami+Aquatic+Products+Miami+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Los Angeles Gourmet Foods,https://www.google.com/search?q=Los%20Angeles%20Gourmet%20Foods+Los Angeles,,,,,,,,Los Angeles,Los Angeles,United States,,,미국 현지 Los Angeles 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Los+Angeles+Gourmet+Foods+Los+Angeles+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),New York Fresh Seafoods,https://www.google.com/search?q=New%20York%20Fresh%20Seafoods+New York,,,,,,,,New York,New York,United States,WhatsApp,,미국 현지 New York 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=New+York+Fresh+Seafoods+New+York+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),San Francisco Oceanic Imports,https://www.google.com/search?q=San%20Francisco%20Oceanic%20Imports+San Francisco,,,,,,,,San Francisco,San Francisco,United States,,LinkedIn /company/unitedstatesseafood21,미국 현지 San Francisco 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=San+Francisco+Oceanic+Imports+San+Francisco+United+States,,
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Seattle Seafood Logistics,https://www.google.com/search?q=Seattle%20Seafood%20Logistics+Seattle,,,,,,,,Seattle,Seattle,United States,WhatsApp,,미국 현지 Seattle 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)",https://www.google.com/maps/search/?api=1&query=Seattle+Seafood+Logistics+Seattle+United+States,,
