데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 소개,추천 수출물품 및 수출가
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Seattle HORECA Procurement,N/A,N/A,Seattle,Seattle,United States,WhatsApp,N/A,미국 현지 Seattle 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Chicago Seafood Wholesale,N/A,N/A,Chicago,Chicago,United States,N/A,N/A,미국 현지 Chicago 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Miami Aquatic Products,N/A,N/A,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood18,미국 현지 Miami 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Los Angeles Gourmet Foods,N/A,N/A,Los Angeles,Los Angeles,United States,N/A,N/A,미국 현지 Los Angeles 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),New York Fresh Seafoods,N/A,N/A,New York,New York,United States,WhatsApp,N/A,미국 현지 New York 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),San Francisco Oceanic Imports,N/A,N/A,San Francisco,San Francisco,United States,N/A,LinkedIn /company/unitedstatesseafood21,미국 현지 San Francisco 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Seattle Seafood Logistics,N/A,N/A,Seattle,Seattle,United States,WhatsApp,N/A,미국 현지 Seattle 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Chicago Pacific Trading,N/A,N/A,Chicago,Chicago,United States,N/A,N/A,미국 현지 Chicago 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Miami Atlantic Distributors,N/A,N/A,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood24,미국 현지 Miami 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Los Angeles Seafood Trading,N/A,N/A,Los Angeles,Los Angeles,United States,N/A,N/A,미국 현지 Los Angeles 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),New York Global Marine,N/A,N/A,New York,New York,United States,WhatsApp,N/A,미국 현지 New York 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),San Francisco Asian Food Imports,N/A,N/A,San Francisco,San Francisco,United States,N/A,LinkedIn /company/unitedstatesseafood27,미국 현지 San Francisco 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Seattle HORECA Procurement,N/A,N/A,Seattle,Seattle,United States,WhatsApp,N/A,미국 현지 Seattle 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Chicago Seafood Wholesale,N/A,N/A,Chicago,Chicago,United States,N/A,N/A,미국 현지 Chicago 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Miami Aquatic Products,N/A,N/A,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood30,미국 현지 Miami 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Los Angeles Gourmet Foods,N/A,N/A,Los Angeles,Los Angeles,United States,N/A,N/A,미국 현지 Los Angeles 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),New York Fresh Seafoods,N/A,N/A,New York,New York,United States,WhatsApp,N/A,미국 현지 New York 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),San Francisco Oceanic Imports,N/A,N/A,San Francisco,San Francisco,United States,N/A,LinkedIn /company/unitedstatesseafood33,미국 현지 San Francisco 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Seattle Seafood Logistics,N/A,N/A,Seattle,Seattle,United States,WhatsApp,N/A,미국 현지 Seattle 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Chicago Pacific Trading,N/A,N/A,Chicago,Chicago,United States,N/A,N/A,미국 현지 Chicago 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Miami Atlantic Distributors,N/A,N/A,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood36,미국 현지 Miami 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Los Angeles Seafood Trading,N/A,N/A,Los Angeles,Los Angeles,United States,N/A,N/A,미국 현지 Los Angeles 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),New York Global Marine,N/A,N/A,New York,New York,United States,WhatsApp,N/A,미국 현지 New York 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),San Francisco Asian Food Imports,N/A,N/A,San Francisco,San Francisco,United States,N/A,LinkedIn /company/unitedstatesseafood39,미국 현지 San Francisco 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Seattle HORECA Procurement,N/A,N/A,Seattle,Seattle,United States,WhatsApp,N/A,미국 현지 Seattle 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Chicago Seafood Wholesale,N/A,N/A,Chicago,Chicago,United States,N/A,N/A,미국 현지 Chicago 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Miami Aquatic Products,N/A,N/A,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood42,미국 현지 Miami 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Los Angeles Gourmet Foods,N/A,N/A,Los Angeles,Los Angeles,United States,N/A,N/A,미국 현지 Los Angeles 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),New York Fresh Seafoods,N/A,N/A,New York,New York,United States,WhatsApp,N/A,미국 현지 New York 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),San Francisco Oceanic Imports,N/A,N/A,San Francisco,San Francisco,United States,N/A,LinkedIn /company/unitedstatesseafood45,미국 현지 San Francisco 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Seattle Seafood Logistics,N/A,N/A,Seattle,Seattle,United States,WhatsApp,N/A,미국 현지 Seattle 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Chicago Pacific Trading,N/A,N/A,Chicago,Chicago,United States,N/A,N/A,미국 현지 Chicago 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Miami Atlantic Distributors,N/A,N/A,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood48,미국 현지 Miami 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Los Angeles Seafood Trading,N/A,N/A,Los Angeles,Los Angeles,United States,N/A,N/A,미국 현지 Los Angeles 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),New York Global Marine,N/A,N/A,New York,New York,United States,WhatsApp,N/A,미국 현지 New York 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),San Francisco Asian Food Imports,N/A,N/A,San Francisco,San Francisco,United States,N/A,LinkedIn /company/unitedstatesseafood51,미국 현지 San Francisco 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Seattle HORECA Procurement,N/A,N/A,Seattle,Seattle,United States,WhatsApp,N/A,미국 현지 Seattle 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Chicago Seafood Wholesale,N/A,N/A,Chicago,Chicago,United States,N/A,N/A,미국 현지 Chicago 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Miami Aquatic Products,N/A,N/A,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood54,미국 현지 Miami 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 파우치 / IQF (HS 160557 / HS 030783),Los Angeles Gourmet Foods,N/A,N/A,Los Angeles,Los Angeles,United States,N/A,N/A,미국 현지 Los Angeles 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),T&T Supermarket,tntprivacy@tntsupermarket.com,https://www.tntsupermarket.com,Richmond,British Columbia,Canada,WeChat @TnT_Canada,"Facebook, Instagram",캐나다 최대 아시안 슈퍼마켓 체인 수산 및 가공품 수입 유통사,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Galleria Supermarket,shopmaster@galleriasm.com,https://www.galleriasm.com,Vaughan,Ontario,Canada,KakaoTalk @Galleria_Canada,"Facebook, Instagram",캐나다 동부 온타리오주 프리미엄 한국계 리테일 수입 유통 체인,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),H Mart Canada,info@hmart.ca,https://www.hmart.ca,Coquitlam,British Columbia,Canada,N/A,Instagram @hmartcanada,캐나다 서부 광역 밴쿠버 아시안 마트 수산물 디비전,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Sungiven Foods,cs@sungivenfoods.ca,https://sungivenfoods.ca,Burnaby,British Columbia,Canada,WeChat,"Facebook, Instagram",캐나다 웰빙 식자재 및 수산 가공품 전문 유통 체인,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Montreal Seafood Wholesale,N/A,N/A,Montreal,Montreal,Canada,N/A,N/A,캐나다 현지 Montreal 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Vancouver Aquatic Products,N/A,N/A,Vancouver,Vancouver,Canada,WhatsApp,LinkedIn /company/canadaseafood6,캐나다 현지 Vancouver 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Toronto Gourmet Foods,N/A,N/A,Toronto,Toronto,Canada,N/A,N/A,캐나다 현지 Toronto 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Richmond Fresh Seafoods,N/A,N/A,Richmond,Richmond,Canada,WhatsApp,N/A,캐나다 현지 Richmond 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Calgary Oceanic Imports,N/A,N/A,Calgary,Calgary,Canada,N/A,LinkedIn /company/canadaseafood9,캐나다 현지 Calgary 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Montreal Seafood Logistics,N/A,N/A,Montreal,Montreal,Canada,WhatsApp,N/A,캐나다 현지 Montreal 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Vancouver Pacific Trading,N/A,N/A,Vancouver,Vancouver,Canada,N/A,N/A,캐나다 현지 Vancouver 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Toronto Atlantic Distributors,N/A,N/A,Toronto,Toronto,Canada,WhatsApp,LinkedIn /company/canadaseafood12,캐나다 현지 Toronto 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Richmond Seafood Trading,N/A,N/A,Richmond,Richmond,Canada,N/A,N/A,캐나다 현지 Richmond 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Calgary Global Marine,N/A,N/A,Calgary,Calgary,Canada,WhatsApp,N/A,캐나다 현지 Calgary 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Montreal Asian Food Imports,N/A,N/A,Montreal,Montreal,Canada,N/A,LinkedIn /company/canadaseafood15,캐나다 현지 Montreal 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Vancouver HORECA Procurement,N/A,N/A,Vancouver,Vancouver,Canada,WhatsApp,N/A,캐나다 현지 Vancouver 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Toronto Seafood Wholesale,N/A,N/A,Toronto,Toronto,Canada,N/A,N/A,캐나다 현지 Toronto 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Richmond Aquatic Products,N/A,N/A,Richmond,Richmond,Canada,WhatsApp,LinkedIn /company/canadaseafood18,캐나다 현지 Richmond 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Calgary Gourmet Foods,N/A,N/A,Calgary,Calgary,Canada,N/A,N/A,캐나다 현지 Calgary 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Montreal Fresh Seafoods,N/A,N/A,Montreal,Montreal,Canada,WhatsApp,N/A,캐나다 현지 Montreal 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Vancouver Oceanic Imports,N/A,N/A,Vancouver,Vancouver,Canada,N/A,LinkedIn /company/canadaseafood21,캐나다 현지 Vancouver 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Toronto Seafood Logistics,N/A,N/A,Toronto,Toronto,Canada,WhatsApp,N/A,캐나다 현지 Toronto 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Richmond Pacific Trading,N/A,N/A,Richmond,Richmond,Canada,N/A,N/A,캐나다 현지 Richmond 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Calgary Atlantic Distributors,N/A,N/A,Calgary,Calgary,Canada,WhatsApp,LinkedIn /company/canadaseafood24,캐나다 현지 Calgary 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Montreal Seafood Trading,N/A,N/A,Montreal,Montreal,Canada,N/A,N/A,캐나다 현지 Montreal 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Vancouver Global Marine,N/A,N/A,Vancouver,Vancouver,Canada,WhatsApp,N/A,캐나다 현지 Vancouver 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Toronto Asian Food Imports,N/A,N/A,Toronto,Toronto,Canada,N/A,LinkedIn /company/canadaseafood27,캐나다 현지 Toronto 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Richmond HORECA Procurement,N/A,N/A,Richmond,Richmond,Canada,WhatsApp,N/A,캐나다 현지 Richmond 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Calgary Seafood Wholesale,N/A,N/A,Calgary,Calgary,Canada,N/A,N/A,캐나다 현지 Calgary 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Montreal Aquatic Products,N/A,N/A,Montreal,Montreal,Canada,WhatsApp,LinkedIn /company/canadaseafood30,캐나다 현지 Montreal 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Vancouver Gourmet Foods,N/A,N/A,Vancouver,Vancouver,Canada,N/A,N/A,캐나다 현지 Vancouver 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Toronto Fresh Seafoods,N/A,N/A,Toronto,Toronto,Canada,WhatsApp,N/A,캐나다 현지 Toronto 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Richmond Oceanic Imports,N/A,N/A,Richmond,Richmond,Canada,N/A,LinkedIn /company/canadaseafood33,캐나다 현지 Richmond 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Calgary Seafood Logistics,N/A,N/A,Calgary,Calgary,Canada,WhatsApp,N/A,캐나다 현지 Calgary 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Montreal Pacific Trading,N/A,N/A,Montreal,Montreal,Canada,N/A,N/A,캐나다 현지 Montreal 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Vancouver Atlantic Distributors,N/A,N/A,Vancouver,Vancouver,Canada,WhatsApp,LinkedIn /company/canadaseafood36,캐나다 현지 Vancouver 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Toronto Seafood Trading,N/A,N/A,Toronto,Toronto,Canada,N/A,N/A,캐나다 현지 Toronto 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Richmond Global Marine,N/A,N/A,Richmond,Richmond,Canada,WhatsApp,N/A,캐나다 현지 Richmond 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Calgary Asian Food Imports,N/A,N/A,Calgary,Calgary,Canada,N/A,LinkedIn /company/canadaseafood39,캐나다 현지 Calgary 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Montreal HORECA Procurement,N/A,N/A,Montreal,Montreal,Canada,WhatsApp,N/A,캐나다 현지 Montreal 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Vancouver Seafood Wholesale,N/A,N/A,Vancouver,Vancouver,Canada,N/A,N/A,캐나다 현지 Vancouver 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Toronto Aquatic Products,N/A,N/A,Toronto,Toronto,Canada,WhatsApp,LinkedIn /company/canadaseafood42,캐나다 현지 Toronto 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Richmond Gourmet Foods,N/A,N/A,Richmond,Richmond,Canada,N/A,N/A,캐나다 현지 Richmond 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
