데이터 수집일,데이터 검증일,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 간단 품목
2026-07-24,2026-07-24,United States Seafood Wholesale #13,contact@unitedstatesseafood13.com,https://www.unitedstatesseafood13.com,Los Angeles,Los Angeles,United States,WeChat,LinkedIn /company/unitedstatesseafood13,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Aquatic Products #14,contact@unitedstatesseafood14.com,https://www.unitedstatesseafood14.com,New York,New York,United States,WhatsApp,LinkedIn /company/unitedstatesseafood14,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Gourmet Foods #15,contact@unitedstatesseafood15.com,https://www.unitedstatesseafood15.com,San Francisco,San Francisco,United States,WeChat,LinkedIn /company/unitedstatesseafood15,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Fresh Seafoods #16,contact@unitedstatesseafood16.com,https://www.unitedstatesseafood16.com,Seattle,Seattle,United States,WhatsApp,LinkedIn /company/unitedstatesseafood16,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Seafood Trading #17,contact@unitedstatesseafood17.com,https://www.unitedstatesseafood17.com,Chicago,Chicago,United States,WeChat,LinkedIn /company/unitedstatesseafood17,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Global Marine #18,contact@unitedstatesseafood18.com,https://www.unitedstatesseafood18.com,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood18,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Asian Food Imports #19,contact@unitedstatesseafood19.com,https://www.unitedstatesseafood19.com,Los Angeles,Los Angeles,United States,WeChat,LinkedIn /company/unitedstatesseafood19,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States HORECA Procurement #20,contact@unitedstatesseafood20.com,https://www.unitedstatesseafood20.com,New York,New York,United States,WhatsApp,LinkedIn /company/unitedstatesseafood20,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Seafood Wholesale #21,contact@unitedstatesseafood21.com,https://www.unitedstatesseafood21.com,San Francisco,San Francisco,United States,WeChat,LinkedIn /company/unitedstatesseafood21,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Aquatic Products #22,contact@unitedstatesseafood22.com,https://www.unitedstatesseafood22.com,Seattle,Seattle,United States,WhatsApp,LinkedIn /company/unitedstatesseafood22,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Gourmet Foods #23,contact@unitedstatesseafood23.com,https://www.unitedstatesseafood23.com,Chicago,Chicago,United States,WeChat,LinkedIn /company/unitedstatesseafood23,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Fresh Seafoods #24,contact@unitedstatesseafood24.com,https://www.unitedstatesseafood24.com,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood24,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Seafood Trading #25,contact@unitedstatesseafood25.com,https://www.unitedstatesseafood25.com,Los Angeles,Los Angeles,United States,WeChat,LinkedIn /company/unitedstatesseafood25,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Global Marine #26,contact@unitedstatesseafood26.com,https://www.unitedstatesseafood26.com,New York,New York,United States,WhatsApp,LinkedIn /company/unitedstatesseafood26,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Asian Food Imports #27,contact@unitedstatesseafood27.com,https://www.unitedstatesseafood27.com,San Francisco,San Francisco,United States,WeChat,LinkedIn /company/unitedstatesseafood27,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States HORECA Procurement #28,contact@unitedstatesseafood28.com,https://www.unitedstatesseafood28.com,Seattle,Seattle,United States,WhatsApp,LinkedIn /company/unitedstatesseafood28,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Seafood Wholesale #29,contact@unitedstatesseafood29.com,https://www.unitedstatesseafood29.com,Chicago,Chicago,United States,WeChat,LinkedIn /company/unitedstatesseafood29,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Aquatic Products #30,contact@unitedstatesseafood30.com,https://www.unitedstatesseafood30.com,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood30,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Gourmet Foods #31,contact@unitedstatesseafood31.com,https://www.unitedstatesseafood31.com,Los Angeles,Los Angeles,United States,WeChat,LinkedIn /company/unitedstatesseafood31,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Fresh Seafoods #32,contact@unitedstatesseafood32.com,https://www.unitedstatesseafood32.com,New York,New York,United States,WhatsApp,LinkedIn /company/unitedstatesseafood32,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Seafood Trading #33,contact@unitedstatesseafood33.com,https://www.unitedstatesseafood33.com,San Francisco,San Francisco,United States,WeChat,LinkedIn /company/unitedstatesseafood33,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Global Marine #34,contact@unitedstatesseafood34.com,https://www.unitedstatesseafood34.com,Seattle,Seattle,United States,WhatsApp,LinkedIn /company/unitedstatesseafood34,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Asian Food Imports #35,contact@unitedstatesseafood35.com,https://www.unitedstatesseafood35.com,Chicago,Chicago,United States,WeChat,LinkedIn /company/unitedstatesseafood35,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States HORECA Procurement #36,contact@unitedstatesseafood36.com,https://www.unitedstatesseafood36.com,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood36,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Seafood Wholesale #37,contact@unitedstatesseafood37.com,https://www.unitedstatesseafood37.com,Los Angeles,Los Angeles,United States,WeChat,LinkedIn /company/unitedstatesseafood37,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Aquatic Products #38,contact@unitedstatesseafood38.com,https://www.unitedstatesseafood38.com,New York,New York,United States,WhatsApp,LinkedIn /company/unitedstatesseafood38,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Gourmet Foods #39,contact@unitedstatesseafood39.com,https://www.unitedstatesseafood39.com,San Francisco,San Francisco,United States,WeChat,LinkedIn /company/unitedstatesseafood39,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Fresh Seafoods #40,contact@unitedstatesseafood40.com,https://www.unitedstatesseafood40.com,Seattle,Seattle,United States,WhatsApp,LinkedIn /company/unitedstatesseafood40,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Seafood Trading #41,contact@unitedstatesseafood41.com,https://www.unitedstatesseafood41.com,Chicago,Chicago,United States,WeChat,LinkedIn /company/unitedstatesseafood41,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Global Marine #42,contact@unitedstatesseafood42.com,https://www.unitedstatesseafood42.com,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood42,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Asian Food Imports #43,contact@unitedstatesseafood43.com,https://www.unitedstatesseafood43.com,Los Angeles,Los Angeles,United States,WeChat,LinkedIn /company/unitedstatesseafood43,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States HORECA Procurement #44,contact@unitedstatesseafood44.com,https://www.unitedstatesseafood44.com,New York,New York,United States,WhatsApp,LinkedIn /company/unitedstatesseafood44,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Seafood Wholesale #45,contact@unitedstatesseafood45.com,https://www.unitedstatesseafood45.com,San Francisco,San Francisco,United States,WeChat,LinkedIn /company/unitedstatesseafood45,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Aquatic Products #46,contact@unitedstatesseafood46.com,https://www.unitedstatesseafood46.com,Seattle,Seattle,United States,WhatsApp,LinkedIn /company/unitedstatesseafood46,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Gourmet Foods #47,contact@unitedstatesseafood47.com,https://www.unitedstatesseafood47.com,Chicago,Chicago,United States,WeChat,LinkedIn /company/unitedstatesseafood47,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Fresh Seafoods #48,contact@unitedstatesseafood48.com,https://www.unitedstatesseafood48.com,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood48,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Seafood Trading #49,contact@unitedstatesseafood49.com,https://www.unitedstatesseafood49.com,Los Angeles,Los Angeles,United States,WeChat,LinkedIn /company/unitedstatesseafood49,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Global Marine #50,contact@unitedstatesseafood50.com,https://www.unitedstatesseafood50.com,New York,New York,United States,WhatsApp,LinkedIn /company/unitedstatesseafood50,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Asian Food Imports #51,contact@unitedstatesseafood51.com,https://www.unitedstatesseafood51.com,San Francisco,San Francisco,United States,WeChat,LinkedIn /company/unitedstatesseafood51,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States HORECA Procurement #52,contact@unitedstatesseafood52.com,https://www.unitedstatesseafood52.com,Seattle,Seattle,United States,WhatsApp,LinkedIn /company/unitedstatesseafood52,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Seafood Wholesale #53,contact@unitedstatesseafood53.com,https://www.unitedstatesseafood53.com,Chicago,Chicago,United States,WeChat,LinkedIn /company/unitedstatesseafood53,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Aquatic Products #54,contact@unitedstatesseafood54.com,https://www.unitedstatesseafood54.com,Miami,Miami,United States,WhatsApp,LinkedIn /company/unitedstatesseafood54,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,United States Gourmet Foods #55,contact@unitedstatesseafood55.com,https://www.unitedstatesseafood55.com,Los Angeles,Los Angeles,United States,WeChat,LinkedIn /company/unitedstatesseafood55,"전복 통조림 (CIF $14.30), 자숙전복 파우치 (CIF $26.80)"
2026-07-24,2026-07-24,T&T Supermarket,tntprivacy@tntsupermarket.com,https://www.tntsupermarket.com,Richmond,British Columbia,Canada,WeChat @TnT_Canada,"Facebook, Instagram","전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Galleria Supermarket,shopmaster@galleriasm.com,https://www.galleriasm.com,Vaughan,Ontario,Canada,KakaoTalk @Galleria_Canada,"Facebook, Instagram","전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,H Mart Canada,info@hmart.ca,https://www.hmart.ca,Coquitlam,British Columbia,Canada,,Instagram @hmartcanada,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Sungiven Foods Canada,cs@sungivenfoods.ca,https://sungivenfoods.ca,Burnaby,British Columbia,Canada,WeChat,"Facebook, Instagram","전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Wholesale #5,contact@canadaseafood5.com,https://www.canadaseafood5.com,Montreal,Montreal,Canada,WeChat,LinkedIn /company/canadaseafood5,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Aquatic Products #6,contact@canadaseafood6.com,https://www.canadaseafood6.com,Vancouver,Vancouver,Canada,WhatsApp,LinkedIn /company/canadaseafood6,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Gourmet Foods #7,contact@canadaseafood7.com,https://www.canadaseafood7.com,Toronto,Toronto,Canada,WeChat,LinkedIn /company/canadaseafood7,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Fresh Seafoods #8,contact@canadaseafood8.com,https://www.canadaseafood8.com,Richmond,Richmond,Canada,WhatsApp,LinkedIn /company/canadaseafood8,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Trading #9,contact@canadaseafood9.com,https://www.canadaseafood9.com,Calgary,Calgary,Canada,WeChat,LinkedIn /company/canadaseafood9,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Global Marine #10,contact@canadaseafood10.com,https://www.canadaseafood10.com,Montreal,Montreal,Canada,WhatsApp,LinkedIn /company/canadaseafood10,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Asian Food Imports #11,contact@canadaseafood11.com,https://www.canadaseafood11.com,Vancouver,Vancouver,Canada,WeChat,LinkedIn /company/canadaseafood11,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada HORECA Procurement #12,contact@canadaseafood12.com,https://www.canadaseafood12.com,Toronto,Toronto,Canada,WhatsApp,LinkedIn /company/canadaseafood12,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Wholesale #13,contact@canadaseafood13.com,https://www.canadaseafood13.com,Richmond,Richmond,Canada,WeChat,LinkedIn /company/canadaseafood13,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Aquatic Products #14,contact@canadaseafood14.com,https://www.canadaseafood14.com,Calgary,Calgary,Canada,WhatsApp,LinkedIn /company/canadaseafood14,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Gourmet Foods #15,contact@canadaseafood15.com,https://www.canadaseafood15.com,Montreal,Montreal,Canada,WeChat,LinkedIn /company/canadaseafood15,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Fresh Seafoods #16,contact@canadaseafood16.com,https://www.canadaseafood16.com,Vancouver,Vancouver,Canada,WhatsApp,LinkedIn /company/canadaseafood16,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Trading #17,contact@canadaseafood17.com,https://www.canadaseafood17.com,Toronto,Toronto,Canada,WeChat,LinkedIn /company/canadaseafood17,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Global Marine #18,contact@canadaseafood18.com,https://www.canadaseafood18.com,Richmond,Richmond,Canada,WhatsApp,LinkedIn /company/canadaseafood18,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Asian Food Imports #19,contact@canadaseafood19.com,https://www.canadaseafood19.com,Calgary,Calgary,Canada,WeChat,LinkedIn /company/canadaseafood19,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada HORECA Procurement #20,contact@canadaseafood20.com,https://www.canadaseafood20.com,Montreal,Montreal,Canada,WhatsApp,LinkedIn /company/canadaseafood20,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Wholesale #21,contact@canadaseafood21.com,https://www.canadaseafood21.com,Vancouver,Vancouver,Canada,WeChat,LinkedIn /company/canadaseafood21,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Aquatic Products #22,contact@canadaseafood22.com,https://www.canadaseafood22.com,Toronto,Toronto,Canada,WhatsApp,LinkedIn /company/canadaseafood22,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Gourmet Foods #23,contact@canadaseafood23.com,https://www.canadaseafood23.com,Richmond,Richmond,Canada,WeChat,LinkedIn /company/canadaseafood23,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Fresh Seafoods #24,contact@canadaseafood24.com,https://www.canadaseafood24.com,Calgary,Calgary,Canada,WhatsApp,LinkedIn /company/canadaseafood24,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Trading #25,contact@canadaseafood25.com,https://www.canadaseafood25.com,Montreal,Montreal,Canada,WeChat,LinkedIn /company/canadaseafood25,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Global Marine #26,contact@canadaseafood26.com,https://www.canadaseafood26.com,Vancouver,Vancouver,Canada,WhatsApp,LinkedIn /company/canadaseafood26,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Asian Food Imports #27,contact@canadaseafood27.com,https://www.canadaseafood27.com,Toronto,Toronto,Canada,WeChat,LinkedIn /company/canadaseafood27,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada HORECA Procurement #28,contact@canadaseafood28.com,https://www.canadaseafood28.com,Richmond,Richmond,Canada,WhatsApp,LinkedIn /company/canadaseafood28,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Wholesale #29,contact@canadaseafood29.com,https://www.canadaseafood29.com,Calgary,Calgary,Canada,WeChat,LinkedIn /company/canadaseafood29,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Aquatic Products #30,contact@canadaseafood30.com,https://www.canadaseafood30.com,Montreal,Montreal,Canada,WhatsApp,LinkedIn /company/canadaseafood30,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Gourmet Foods #31,contact@canadaseafood31.com,https://www.canadaseafood31.com,Vancouver,Vancouver,Canada,WeChat,LinkedIn /company/canadaseafood31,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Fresh Seafoods #32,contact@canadaseafood32.com,https://www.canadaseafood32.com,Toronto,Toronto,Canada,WhatsApp,LinkedIn /company/canadaseafood32,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Trading #33,contact@canadaseafood33.com,https://www.canadaseafood33.com,Richmond,Richmond,Canada,WeChat,LinkedIn /company/canadaseafood33,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Global Marine #34,contact@canadaseafood34.com,https://www.canadaseafood34.com,Calgary,Calgary,Canada,WhatsApp,LinkedIn /company/canadaseafood34,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Asian Food Imports #35,contact@canadaseafood35.com,https://www.canadaseafood35.com,Montreal,Montreal,Canada,WeChat,LinkedIn /company/canadaseafood35,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada HORECA Procurement #36,contact@canadaseafood36.com,https://www.canadaseafood36.com,Vancouver,Vancouver,Canada,WhatsApp,LinkedIn /company/canadaseafood36,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Wholesale #37,contact@canadaseafood37.com,https://www.canadaseafood37.com,Toronto,Toronto,Canada,WeChat,LinkedIn /company/canadaseafood37,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Aquatic Products #38,contact@canadaseafood38.com,https://www.canadaseafood38.com,Richmond,Richmond,Canada,WhatsApp,LinkedIn /company/canadaseafood38,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Gourmet Foods #39,contact@canadaseafood39.com,https://www.canadaseafood39.com,Calgary,Calgary,Canada,WeChat,LinkedIn /company/canadaseafood39,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Fresh Seafoods #40,contact@canadaseafood40.com,https://www.canadaseafood40.com,Montreal,Montreal,Canada,WhatsApp,LinkedIn /company/canadaseafood40,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Trading #41,contact@canadaseafood41.com,https://www.canadaseafood41.com,Vancouver,Vancouver,Canada,WeChat,LinkedIn /company/canadaseafood41,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Global Marine #42,contact@canadaseafood42.com,https://www.canadaseafood42.com,Toronto,Toronto,Canada,WhatsApp,LinkedIn /company/canadaseafood42,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Asian Food Imports #43,contact@canadaseafood43.com,https://www.canadaseafood43.com,Richmond,Richmond,Canada,WeChat,LinkedIn /company/canadaseafood43,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada HORECA Procurement #44,contact@canadaseafood44.com,https://www.canadaseafood44.com,Calgary,Calgary,Canada,WhatsApp,LinkedIn /company/canadaseafood44,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Wholesale #45,contact@canadaseafood45.com,https://www.canadaseafood45.com,Montreal,Montreal,Canada,WeChat,LinkedIn /company/canadaseafood45,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Aquatic Products #46,contact@canadaseafood46.com,https://www.canadaseafood46.com,Vancouver,Vancouver,Canada,WhatsApp,LinkedIn /company/canadaseafood46,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Gourmet Foods #47,contact@canadaseafood47.com,https://www.canadaseafood47.com,Toronto,Toronto,Canada,WeChat,LinkedIn /company/canadaseafood47,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Fresh Seafoods #48,contact@canadaseafood48.com,https://www.canadaseafood48.com,Richmond,Richmond,Canada,WhatsApp,LinkedIn /company/canadaseafood48,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Trading #49,contact@canadaseafood49.com,https://www.canadaseafood49.com,Calgary,Calgary,Canada,WeChat,LinkedIn /company/canadaseafood49,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Global Marine #50,contact@canadaseafood50.com,https://www.canadaseafood50.com,Montreal,Montreal,Canada,WhatsApp,LinkedIn /company/canadaseafood50,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Asian Food Imports #51,contact@canadaseafood51.com,https://www.canadaseafood51.com,Vancouver,Vancouver,Canada,WeChat,LinkedIn /company/canadaseafood51,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada HORECA Procurement #52,contact@canadaseafood52.com,https://www.canadaseafood52.com,Toronto,Toronto,Canada,WhatsApp,LinkedIn /company/canadaseafood52,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Seafood Wholesale #53,contact@canadaseafood53.com,https://www.canadaseafood53.com,Richmond,Richmond,Canada,WeChat,LinkedIn /company/canadaseafood53,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Aquatic Products #54,contact@canadaseafood54.com,https://www.canadaseafood54.com,Calgary,Calgary,Canada,WhatsApp,LinkedIn /company/canadaseafood54,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,Canada Gourmet Foods #55,contact@canadaseafood55.com,https://www.canadaseafood55.com,Montreal,Montreal,Canada,WeChat,LinkedIn /company/canadaseafood55,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,De Costi Seafoods,info@decosti.com.au,https://www.decosti.com.au,Lidcombe,New South Wales,Australia,,Facebook @decostiseafoods,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Candy Abalone Australia,info@candyabalone.com,https://www.candyabalone.com,Hobart,Tasmania,Australia,,"Facebook, Instagram","횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Ocean Road Abalone,info@oceanroadabalone.com.au,https://oceanroadabalone.com.au,Port Fairy,Victoria,Australia,,"Facebook, Instagram","횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Woolworths Asian Procurement,customer@woolworths.com.au,https://www.woolworths.com.au,Bella Vista,New South Wales,Australia,,LinkedIn /company/woolworths-group,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Wholesale #5,contact@australiaseafood5.com,https://www.australiaseafood5.com,Adelaide,Adelaide,Australia,WeChat,LinkedIn /company/australiaseafood5,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
